"AU_ID","UT","C1","RP","RID","RI","OI","Author_Order"
"Sobrinho, MS_1","WOS:000388274700005
","Univ Fed Pernambuco, Programa Posgrad Biol Vegetal, BR-50372970 Recife, PE, Brazil.
Univ Fed Amapa, BR-68940000 Mazagao, AP, Brazil.","","","","",1
"Girao, LC_1","WOS:000388274700005
","Univ Fed Pernambuco, Dept Bot, BR-50372970 Recife, PE, Brazil.","","","","",2
"Machado, IC_1","WOS:000388274700005
","Univ Fed Pernambuco, Dept Bot, BR-50372970 Recife, PE, Brazil.","","","","",3
"Sfair, JC_1","WOS:000388274700005
","Univ Fed Pernambuco, Dept Bot, BR-50372970 Recife, PE, Brazil.","","","","",4
"Girao, LC_1","WOS:000388274700005
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","","","","",5
"Girao, LC_1","WOS:000388274700005
","Univ Fed Pernambuco, Dept Bot, BR-50372970 Recife, PE, Brazil.","Univ Fed Pernambuco, Dept Bot, BR-50372970 Recife, PE, Brazil.","","","",6
"Girao, LC_1","WOS:000381285900006
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","","","",1
"Girao, LC_1","WOS:000381285900006
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","","",2
"Girao, LC_1","WOS:000380065600003
","Univ Florida, Dept Wildlife Ecol & Conservat, 110 Newins Ziegler Hall, Gainesville, FL 32611 USA.","Univ Florida, Dept Wildlife Ecol & Conservat, 110 Newins Ziegler Hall, Gainesville, FL 32611 USA.","","","",1
"Girao, LC_1","WOS:000380065600003
","Univ Fed Uberlandia, Inst Biol, Ave Para 1720, BR-38405320 Uberlandia, MG, Brazil.","","","","",2
"Girao, LC_1","WOS:000380065600003
","Univ Florida, Dept Wildlife Ecol & Conservat, 110 Newins Ziegler Hall, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","","",3
"Girao, LC_1","WOS:000372510600001
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL USA.","Univ Florida, Ctr Latin Amer Studies, Gainesville, FL USA.","","","",1
"Pena-Claros, M_1","WOS:000372510600001
","Wageningen Univ & Res Ctr, Forest Ecol & Forest Management Grp, Wageningen, Netherlands.
IBIF, Santa Cruz, Bolivia.","","","","",2
"Finegan, B_1","WOS:000372510600001
","Trop Agr Ctr Res & Higher Educ CATIE, Prod & Conservat Forests Programme, 7170 Cartago, Turrialba 30501, Costa Rica.","","","","",3
"Kaplin, BA_1","WOS:000372510600001
","Antioch Univ New England, Dept Environm Studies, Ctr Trop Ecol & Conservat, 40 Avon St, Keene, NH 03431 USA.","","","","",4
"Whitlock, MC_1","WOS:000369462400003
","Univ British Columbia, Dept Zool, Vancouver, BC V6T 1Z4, Canada.","Univ British Columbia, Dept Zool, Vancouver, BC V6T 1Z4, Canada.","","","",1
"Bronstein, JL_1","WOS:000369462400003
","Univ Arizona, Dept Ecol & Evolutionary Biol, Tucson, AZ 85721 USA.","","","","",2
"Girao, LC_1","WOS:000369462400003
","Univ Florida, Dept Wildlife Ecol & Conservat, POB 110430, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, POB 11530, Gainesville, FL 32611 USA.","","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",3
"Ellison, AM_1","WOS:000369462400003
","Harvard Univ, Harvard Forest, Petersham, MA 01366 USA.","","","","Ellison,Aaron/0000-0003-4151-6081",4
"Fox, CW_1","WOS:000369462400003
","Univ Kentucky, Dept Entomol, Lexington, KY 40546 USA.","","","Fox, Charles/I-5274-2012","Fox,Charles/0000-0002-7545-7967",5
"McPeek, MA_1","WOS:000369462400003
","Dartmouth Coll, Dept Biol Sci, Hanover, NH 03755 USA.","","","","",6
"Moore, AJ_1","WOS:000369462400003
","Univ Georgia, Dept Genet, Athens, GA 30602 USA.","","","","",7
"Noor, MAF_1","WOS:000369462400003
","Duke Univ, Dept Biol, Durham, NC 27708 USA.","","","","",8
"Rausher, MD_1","WOS:000369462400003
","Duke Univ, Dept Biol, Durham, NC 27708 USA.","","","","",9
"Rieseberg, LH_1","WOS:000369462400003
","Univ British Columbia, Dept Bot, Vancouver, BC V6T 1Z4, Canada.","","","","Rieseberg,Loren/0000-0002-2712-2417",10
"Ritchie, MG_1","WOS:000369462400003
","Univ St Andrews, Sch Biol, St Andrews KY16 9AJ, Fife, Scotland.","","","Ritchie,Michael/F-7055-2013","Ritchie,Michael/0000-0001-7913-8675",11
"Shaw, RG_1","WOS:000369462400003
","Univ Minnesota, Dept Ecol Evolut & Behav, Minneapolis, MN 55108 USA.","","","","",12
"Fine, PVA_1","WOS:000372510300001
","Univ Calif Berkeley, Dept Integrat Biol, Berkeley, CA 94720 USA.
Univ Calif Berkeley, Univ & Jepson Herbaria, Berkeley, CA 94720 USA.","Univ Calif Berkeley, Univ & Jepson Herbaria, Berkeley, CA 94720 USA.","","","",1
"Girao, LC_1","WOS:000372510300001
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","","",2
"Girao, LC_1","WOS:000346851400001
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.
INPA STRI, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, AM, Brazil.","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",1
"Girao, LC_1","WOS:000346851400001
","Univ Fed Mato Grosso, IB, Dept Bot & Ecol, BR-78060900 Cuiaba, MT, Brazil.
INPA STRI, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, AM, Brazil.","","","Izzo,Thiago/K-7405-2012","Izzo,Thiago/0000-0002-4613-3787",2
"Girao, LC_1","WOS:000346851400001
","Florida State Univ, Dept Biol Sci, Tallahassee, FL 32306 USA.
INPA STRI, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, AM, Brazil.","","","","",3
"Girao, LC_1","WOS:000346851400001
","Univ Fed Uberlandia UFU, Inst Biol, BR-38400902 Uberlandia, MG, Brazil.
INPA STRI, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, AM, Brazil.","","","","",4
"Girao, LC_1","WOS:000343908600008
","Univ Fed Uberlandia, Inst Biol, BR-38400902 Uberlandia, MG, Brazil.","Univ Brasilia UnB, Dept Ecol, BR-70910900 Brasilia, DF, Brazil.","","","",1
"Girao, LC_1","WOS:000343908600008
","Univ Fed Uberlandia, Inst Biol, BR-38400902 Uberlandia, MG, Brazil.","","","","",2
"Girao, LC_1","WOS:000343908600008
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",3
"Smith, MJ_1","WOS:000345204000044
","Univ Chicago, Dept Ecol & Evolut, Chicago, IL 60637 USA.
Northern Plains Ctr Human Potential, St Paul, MN USA.","Univ Chicago, Dept Ecol & Evolut, 940 E 57Th St, Chicago, IL 60637 USA.","","","",1
"Weinberger, C_1","WOS:000345204000044
","Univ Chicago, Dept Ecol & Evolut, Chicago, IL 60637 USA.","","","","",2
"Girao, LC_1","WOS:000345204000044
","Univ Florida, Ctr Latin Amer Studies, Gainesville, FL USA.
Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL USA.","","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",3
"Allesina, S_1","WOS:000345204000044
","Univ Chicago, Dept Ecol & Evolut, Chicago, IL 60637 USA.
Univ Chicago, Computat Inst, Chicago, IL 60637 USA.
Northern Plains Ctr Human Potential, St Paul, MN USA.","","","","",4
"Christianini, AV_1","WOS:000341179800029
","Univ Fed Sao Carlos, Dept Ciencias Ambientais, BR-18052780 Sorocaba, SP, Brazil.","Univ Fed Sao Carlos, Dept Ciencias Ambientais, BR-18052780 Sorocaba, SP, Brazil.","","Christianini,Alexander/G-9486-2012","",1
"Oliveira, PS_1","WOS:000341179800029
","Univ Estadual Campinas, Dept Biol Anim, BR-13083970 Campinas, SP, Brazil.","","","Oliveira,Paulo/E-1910-2013","",2
"Girao, LC_1","WOS:000341179800029
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","Bruna, Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",3
"Girao, LC_1","WOS:000341179800029
","Univ Fed Uberlandia, Inst Biol, BR-38400902 Uberlandia, MG, Brazil.","","","","",4
"Cho, AH_1","WOS:000347618000002
","Univ Florida, Dept Agron, Gainesville, FL 32611 USA.","","","","",1
"Johnson, SA_1","WOS:000347618000002
","Univ Florida, Sch Forest Resources & Conservat, Gainesville, FL 32611 USA.","","","","",2
"Schuman, CE_1","WOS:000347618000002
","Univ Florida, Sch Nat Resources & Environm, Gainesville, FL USA.","","","","",3
"Adler, JM_1","WOS:000347618000002
","Univ Florida, Sch Nat Resources & Environm, Gainesville, FL USA.","","","","",4
"Girao, LC_1","WOS:000347618000002
","Univ Florida, Sch Nat Resources & Environm, Gainesville, FL USA.","","","Gonzalez,Oscar/D-7631-2014","Gonzalez,Oscar/0000-0002-8686-3119",5
"Girao, LC_1","WOS:000347618000002
","Univ Florida, Sch Forest Resources & Conservat, Gainesville, FL 32611 USA.","","","","",6
"Girao, LC_1","WOS:000347618000002
","Univ Florida, Sch Nat Resources & Environm, Gainesville, FL USA.","","","","",7
"Girao, LC_1","WOS:000347618000002
","Univ Florida, Dept Biol, Gainesville, FL USA.","","","Marchant,DanielBlaine/D-7026-2014","Marchant,DanielBlaine/0000-0003-1733-3381",8
"Girao, LC_1","WOS:000347618000002
","Univ Florida, Sch Forest Resources & Conservat, Gainesville, FL 32611 USA.","","","","",9
"Girao, LC_1","WOS:000347618000002
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","","","","",10
"Girao, LC_1","WOS:000347618000002
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL USA.","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","","Bruna, Emilio/H-2769-2012","Bruna, Emilio/0000-0003-3381-8477",11
"Girao, LC_1","WOS:000338766100001
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","Univ Florida, Dept Wildlife Ecol & Conservat, POB 110430, Gainesville, FL 32611 USA.","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",1
"Girao, LC_1","WOS:000332754900002
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL USA.","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",1
"Girao, LC_1","WOS:000327093200007
","Univ Fed Uberlandia, Inst Biol, BR-38400902 Uberlandia, MG, Brazil.","","","","",1
"Girao, LC_1","WOS:000327093200007
","Univ Fed Tocantins, BR-77330000 Arraias, TO, Brazil.","","","","",2
"Girao, LC_1","WOS:000327093200007
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",3
"Girao, LC_1","WOS:000327093200007
","Univ Fed Uberlandia, Inst Biol, BR-38400902 Uberlandia, MG, Brazil.","Univ Fed Uberlandia, Inst Biol, CP 593, BR-38400902 Uberlandia, MG, Brazil.","","","",4
"Girao, LC_1","WOS:000329786700016
","Columbia Univ, Dept Ecol Evolut & Environm Biol, New York, NY 10027 USA.
Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, BR-69083000 Manaus, Amazonas, Brazil.
Smithsonian Trop Res Inst, BR-69083000 Manaus, Amazonas, Brazil.","Columbia Univ, Dept Ecol Evolut & Environm Biol, 1200 Amsterdam Ave, New York, NY 10027 USA.","","","",1
"Girao, LC_1","WOS:000329786700016
","Columbia Univ, Dept Ecol Evolut & Environm Biol, New York, NY 10027 USA.","","","","",2
"Girao, LC_1","WOS:000329786700016
","Inst Pesquisas Jardim Bot Rio de Janeiro, BR-22460030 Rio De Janeiro, RJ, Brazil.","","","","",3
"Girao, LC_1","WOS:000329786700016
","Inst Nacl de Pesquisas da Amazonia, Lab Genet & Biol Reprod Plantas, BR-69083000 Manaus, Amazonas, Brazil.
Inst Pesquisas Jardim Bot Rio de Janeiro, BR-22460030 Rio De Janeiro, RJ, Brazil.","","","Gribel, Rogerio/C-5392-2013","Gribel,Rogerio/0000-0002-0850-5578",4
"Girao, LC_1","WOS:000329786700016
","Smithsonian Inst, Natl Museum Nat Hist, Dept Bot, Washington, DC 20560 USA.","","","","",5
"Girao, LC_1","WOS:000329786700016
","Rutgers State Univ, Dept Ecol Evolut & Nat Resources, New Brunswick, NJ 08901 USA.","","","","",6
"Girao, LC_1","WOS:000329786700016
","Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, BR-69083000 Manaus, Amazonas, Brazil.
Smithsonian Trop Res Inst, BR-69083000 Manaus, Amazonas, Brazil.
Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",7
"Girao, LC_1","WOS:000326333400008
","Univ Sao Paulo, Programa Posgrad Ecol, BR-05508900 Sao Paulo, Brazil.","Univ Fed Rio Grande do Sul, Programa Posgrad Ecol, Av Bento Goncalves 9500,Set 4,Predio 43422,Caixa, BR-91501970 Porto Alegre, RS, Brazil.","","","",1
"Girao, LC_1","WOS:000326333400008
","Univ Sao Paulo, Programa Posgrad Ecol, BR-05508900 Sao Paulo, Brazil.","","","","",2
"Girao, LC_1","WOS:000326333400008
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","Bruna,Emilio/H-2769-2012","Bruna, Emilio/0000-0003-3381-8477",3
"Girao, LC_1","WOS:000327305900003
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","Univ Florida, Dept Wildlife Ecol & Conservat, POB 110430, Gainesville, FL 32611 USA.","","","",1
"Girao, LC_1","WOS:000327305900003
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",2
"Girao, LC_1","WOS:000327305900003
","Inst Pesquisa Ambiental Amazonia, BR-68005080 Santarem, PA, Brazil.","","","","",3
"Girao, LC_1","WOS:000313228500003
","Univ Fed Uberlandia, Inst Biol, BR-38400902 Uberlandia, MG, Brazil.","Univ Fed Uberlandia, Inst Biol, Caixa Postal 593, BR-38400902 Uberlandia, MG, Brazil.","","","",1
"Girao, LC_1","WOS:000313228500003
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",2
"Girao, LC_1","WOS:000307378500003
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32610 USA.","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32610 USA.","","","",1
"Girao, LC_1","WOS:000307378500003
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32610 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL USA.
Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, Manaus, Amazonas, Brazil.
Smithsonian Trop Res Inst, Manaus, Amazonas, Brazil.","","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",2
"Girao, LC_1","WOS:000307378500003
","Univ Calif Riverside, Dept Bot & Plant Sci, Riverside, CA 92521 USA.
Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, Manaus, Amazonas, Brazil.
Smithsonian Trop Res Inst, Manaus, Amazonas, Brazil.","","","","",3
"Girao, LC_1","WOS:000307378500003
","Univ Fed Uberlandia, Inst Biol, BR-38400 Uberlandia, MG, Brazil.
Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, Manaus, Amazonas, Brazil.
Smithsonian Trop Res Inst, Manaus, Amazonas, Brazil.","","","Vasconcelos,Heraldo/C-3353-2013","Vasconcelos, Heraldo/0000-0001-6969-7131",4
"Girao, LC_1","WOS:000306461800007
","JW Jones Ecol Res Ctr, Newton, GA USA.
Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL USA.","Univ Tennessee, Dept Ecol & Evolutionary Biol, Knoxville, TN 37996 USA.","","Iacona,Gwenllian/G-6567-2016","",1
"Girao, LC_1","WOS:000306461800007
","JW Jones Ecol Res Ctr, Newton, GA USA.","","","","",2
"Girao, LC_1","WOS:000306461800007
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL USA.","","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",3
"Girao, LC_1","WOS:000327301200004
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","Univ Calif Davis, Dept Environm Sci & Policy, Davis, CA 95616 USA.","","","",1
"Girao, LC_1","WOS:000327301200004
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",2
"Girao, LC_1","WOS:000327301200004
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Fed Uberlandia, Inst Biol, BR-38400902 Uberlandia, MG, Brazil.","","","","",3
"Girao, LC_1","WOS:000327301200004
","Univ Florida, Dept Biol, Gainesville, FL 32611 USA.","","","","",4
"Girao, LC_1","WOS:000327301200004
","Univ Fed Uberlandia, Inst Biol, BR-38400902 Uberlandia, MG, Brazil.","","","","",5
"Girao, LC_1","WOS:000301705700011
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Fed Uberlandia, Inst Biol, BR-38400902 Uberlandia, MG, Brazil.","Univ Florida, Dept Wildlife Ecol & Conservat, POB 110430, Gainesville, FL 32611 USA.","","","",1
"Girao, LC_1","WOS:000301705700011
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",2
"Girao, LC_1","WOS:000301705700011
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","","","Vieira-Neto,ErnaneHenrique/B-3177-2016","Vieira-Neto,Ernane Henrique/0000-0002-6557-7252",3
"Girao, LC_1","WOS:000301705700011
","Univ Fed Uberlandia, Inst Biol, BR-38400902 Uberlandia, MG, Brazil.","","","Vasconcelos,Heraldo/C-3353-2013","Vasconcelos, Heraldo/0000-0001-6969-7131",4
"Girao, LC_1","WOS:000295888800026
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.
Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, AM, Brazil.
Smithsonian Trop Res Inst, BR-69011970 Manaus, AM, Brazil.","Univ Florida, Dept Wildlife Ecol & Conservat, POB 110430, Gainesville, FL 32611 USA.","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",1
"Girao, LC_1","WOS:000295888800026
","Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, AM, Brazil.
Smithsonian Trop Res Inst, BR-69011970 Manaus, AM, Brazil.","","","","",2
"Girao, LC_1","WOS:000293558900045
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32610 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL USA.
Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, Manaus, Amazonas, Brazil.
Smithsonian Trop Res Inst, Manaus, Amazonas, Brazil.","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32610 USA.","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",1
"Girao, LC_1","WOS:000293558900045
","Univ Fed Mato Grosso, Dept Bot & Ecol, Cuiaba, Mato Grosso, Brazil.
Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, Manaus, Amazonas, Brazil.
Smithsonian Trop Res Inst, Manaus, Amazonas, Brazil.","","","Izzo, Thiago/K-7405-2012","Izzo,Thiago/0000-0002-4613-3787",2
"Girao, LC_1","WOS:000293558900045
","Florida State Univ, Dept Biol Sci, Tallahassee, FL 32306 USA.
Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, Manaus, Amazonas, Brazil.
Smithsonian Trop Res Inst, Manaus, Amazonas, Brazil.","","","","",3
"Girao, LC_1","WOS:000293558900045
","Columbia Univ, Dept Ecol Evolut & Environm Biol, New York, NY USA.
Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, Manaus, Amazonas, Brazil.
Smithsonian Trop Res Inst, Manaus, Amazonas, Brazil.","","","Uriarte,Maria/L-8944-2013","",4
"Girao, LC_1","WOS:000293558900045
","Univ Fed Uberlandia, Inst Biol, BR-38400 Uberlandia, MG, Brazil.
Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, Manaus, Amazonas, Brazil.
Smithsonian Trop Res Inst, Manaus, Amazonas, Brazil.","","","Vasconcelos,Heraldo/C-3353-2013","Vasconcelos, Heraldo/0000-0001-6969-7131",5
"Girao, LC_1","WOS:000292114300008
","Univ Fed Uberlandia, Inst Biol, BR-38400902 Uberlandia, MG, Brazil.","Univ Fed Uberlandia, Inst Biol, CP 593, BR-38400902 Uberlandia, MG, Brazil.","","","",1
"Girao, LC_1","WOS:000292114300008
","Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",2
"Girao, LC_1","WOS:000292114300008
","Univ Fed Uberlandia, Inst Biol, BR-38400902 Uberlandia, MG, Brazil.","","","Vasconcelos,Heraldo/C-3353-2013","Vasconcelos, Heraldo/0000-0001-6969-7131",3
"Girao, LC_1","WOS:000290533700014
","Columbia Univ, Dept Ecol Evolut & Environm Biol, New York, NY 10027 USA.","Columbia Univ, Dept Ecol Evolut & Environm Biol, 1200 Amsterdam Ave, New York, NY 10027 USA.","","Uriarte,Maria/L-8944-2013","",1
"Girao, LC_1","WOS:000290533700014
","Columbia Univ, Dept Ecol Evolut & Environm Biol, New York, NY 10027 USA.
Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, Amazonas, Brazil.
Smithsonian Trop Res Inst, BR-69011970 Manaus, Amazonas, Brazil.","","","","",2
"Girao, LC_1","WOS:000290533700014
","Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, Amazonas, Brazil.
Smithsonian Trop Res Inst, BR-69011970 Manaus, Amazonas, Brazil.","","","","",3
"Girao, LC_1","WOS:000290533700014
","Inst Nacl de Pesquisas da Amazonia, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, Amazonas, Brazil.
Smithsonian Trop Res Inst, BR-69011970 Manaus, Amazonas, Brazil.","","","","",4
"Girao, LC_1","WOS:000290533700014
","Louisiana State Univ, Sch Renewable Resources, Baton Rouge, LA 70803 USA.","","","","",5
"Girao, LC_1","WOS:000290533700014
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",6
"Girao, LC_1","WOS:000287897100023
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
INPA PDBFF, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, Amazonas, Brazil.","Univ Florida, Dept Wildlife Ecol & Conservat, POB 110430, Gainesville, FL 32611 USA.","","","",1
"Girao, LC_1","WOS:000287897100023
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
INPA PDBFF, Biol Dynam Forest Fragments Project, BR-69011970 Manaus, Amazonas, Brazil.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",2
"Girao, LC_1","WOS:000287897100023
","Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","","",3
"Girao, LC_1","WOS:000287897100023
","Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","","",4
"Girao, LC_1","WOS:000287897100023
","Univ Florida, Dept Stat, Gainesville, FL 32611 USA.","","","","",5
"Girao, LC_1","WOS:000287897100023
","Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.
Columbia Univ, Dept Ecol Evolut & Environm Biol, New York, NY 10027 USA.","","","Uriarte,Maria/L-8944-2013","",6
"Girao, LC_1","WOS:000287897100023
","Smithsonian Inst, NMNH Dept Bot, Washington, DC 20013 USA.","","","","",7
"Girao, LC_1","WOS:000300900600007
","Amazon Conservat Assoc, Puerto Maldonado, Madre De Dios, Peru.","Duke Univ, Nicholas Sch Environm, Ctr Trop Conservat, Box 90381, Durham, NC 27708 USA.","","Pitman,Nigel/A-7681-2008","Pitman,Nigel/0000-0002-9211-2880",1
"Girao, LC_1","WOS:000300900600007
","Univ Florida, Dept Urban & Reg Planning, Gainesville, FL 32611 USA.","","","","",2
"Girao, LC_1","WOS:000300900600007
","Univ Maryland, Dept Biol, College Pk, MD 20742 USA.","","","Jenkins, Clinton/D-6134-2011","Jenkins,Clinton/0000-0003-2198-0637",3
"Girao, LC_1","WOS:000300900600007
","Univ Florida, Dept Anthropol, Gainesville, FL 32611 USA.
Univ Florida, Land Use & Environm Change Inst, Gainesville, FL 32611 USA.","","","","",4
"Girao, LC_1","WOS:000300900600007
","Univ Florida, Sch Nat Resources & Environm, Gainesville, FL 32611 USA.","","","","",5
"Girao, LC_1","WOS:000300900600007
","Univ Florida, Sch Nat Resources & Environm, Gainesville, FL 32611 USA.","","","","",6
"Girao, LC_1","WOS:000300900600007
","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.
Univ Florida, Ctr Latin Amer Studies, Gainesville, FL 32611 USA.","","","Bruna,Emilio/H-2769-2012","Bruna,Emilio/0000-0003-3381-8477",7
